character_id,episode,info_type,info_id,text_content
tengen,S1E21,fact,fact_10,"Maintains barriers at Tokyo Jujutsu Tech that specializes in concealment. Also creates fake doors that change positions every day, obscuring a path to the storeroom, where the school's cursed objects are stored."
juzo_kumiya,S1E21,fact,fact_09,Was captured and held for interrogation by Jujutsu High.
uraume,S1E21,appearance,,
uraume,S1E21,fact,fact_01,"An individual working with Mahito, Geto, Hanami and Jogo."
noritoshi_kamo,S1E21,relation,rel_01,??? *(mother):* A Kamo clan concubine who left so that her son wouldn't face harassment due to her presence.
--- Episode 22 ---,,,,
akari_nitta,S1E22,appearance,,
akari_nitta,S1E22,reveal_identity,,
akari_nitta,S1E22,fact,fact_01,An assistant manager at Tokyo Jujutsu Tech.
personnel,S1E22,fact,fact_02,**Assistant Managers:** Jujutsu Tech members who can see curses and use cursed energy but are non-combatants. They serve as support
megumi_fushiguro,S1E22,relation,rel_01,Tsumiki *(sister):* Comatose due to a curse.
cursed_womb,S1E22,fact,fact_01,"**Death Paintings:** Special-grade cursed objects that, when consumed by a human, incarnates into a half-human, half-cursed spirit."
kechizu,S1E22,appearance,,
kechizu,S1E22,fact,fact_01,A Death Painting incarnated.
kechizu,S1E22,grade,,Special Grade
--- Episode 23 ---,,,,
kechizu,S1E23,fact,fact_02,**Cursed Technique:** Rot Technique<br><em>Spits out blood with poisonous properties.</em>
megumi_fushiguro,S1E23,fact,fact_03,**Domain Expansion:** Chimera Shadow Garden
megumi_fushiguro,S1E23,relation,rel_01,Tsumiki *(step-sister):* Comatose due to a curse.
megumi_fushiguro,S1E23,relation,rel_02,??? *(father):* Left the Zenin clan.
megumi_fushiguro,S1E23,fact,fact_09,"Was to be sold to the Zenin clan by his father, but was halted by Gojo."
eso,S1E23,appearance,,
eso,S1E23,fact,fact_01,A Death Painting incarnated.
eso,S1E23,fact,fact_02,**Cursed Technique:** Rot Technique<br><em>Has a face on his back that can manipulate his blood in string-like forms.</em>
eso,S1E23,grade,,Special Grade
eso,S1E23,relation,rel_01,Kechizu *(younger brother)*
kechizu,S1E23,relation,rel_01,Eso *(older brother)*
--- Episode 24 ---,,,,
kechizu,S1E24,fact,fact_01,The incarnated Death Painting Three.
kechizu,S1E24,fact,fact_02,**Cursed Technique:** Rot Technique<br><em>Spits out blood with decomposing properties. All Death Paintings share the same decomposition blood properties.</em>
eso,S1E24,fact,fact_01,The incarnated Death Painting Two.
eso,S1E24,fact,fact_02,**Cursed Technique:** Rot Technique<br><em>Has a face on his back that can manipulate his blood in string-like forms. All Death Paintings share the same decomposition blood properties.</em>
cursed_womb,S1E24,fact,fact_01,"**Death Paintings:** Nine cursed objects that, each when consumed by a human, incarnates into a half human, half cursed spirit. Paintings One, Two and Three are classified as special-grade."
cursed_womb,S1E24,fact,fact_02,<em>Death Paintings are children of a human woman and a cursed spirit; the results of a heinous experiment done by Noritoshi Kamo's ancestor.</em>
cursed_womb,S1E24,fact,fact_03,"Paintings One, Two and Three are classified as special-grade."
eso,S1E24,reveal_identity,,
eso,S1E24,relation,rel_02,Choso *(older brother)*
eso,S1E24,archived,,DEAD
kechizu,S1E24,reveal_identity,,
kechizu,S1E24,relation,rel_02,Choso *(older brother)*
kechizu,S1E24,archived,,DEAD
choso,S1E24,appearance,,
choso,S1E24,reveal_identity,,
choso,S1E24,grade,,Special Grade
choso,S1E24,fact,fact_01,The incarnated Death Painting One.
choso,S1E24,relation,rel_01,Kechizu *(younger brother)* **†**
choso,S1E24,relation,rel_02,Eso *(younger brother)* **†**
yuji_itadori,S1E24,fact,fact_04,Has absorbed 4 Sukuna fingers.
yuji_itadori,S1E24,fact,fact_13,Recommended for advancement to Grade 1 by Todo and Mei Mei.
megumi_fushiguro,S1E24,fact,fact_13,Recommended for advancement to Grade 1 by Todo and Mei Mei.
nobara_kugisaki,S1E24,fact,fact_13,Recommended for advancement to Grade 1 by Todo and Mei Mei.
panda,S1E24,fact,fact_13,Recommended for advancement to Grade 1 by Todo and Mei Mei.
maki_zenin,S1E24,fact,fact_13,Recommended for advancement to Grade 1 by Todo and Mei Mei.
--- Movie 1 ---,,,,
yuta_okkotsu,M1,fact,fact_10,"Rika, coined ""Queen of Curses"" by Geto, was a special grade cursed spirit, manifested by Yuta when he rejected her death, accidentally cursing her into a cursed spirit. She has since been freed."
yuta_okkotsu,M1,grade,,Special Grade
yuta_okkotsu,M1,relation,rel_01,Rika Orimoto *(childhood sweetheart)*: Turned into a cursed spirit by Yuta unintentionally but has been freed.
yuta_okkotsu,M1,fact,fact_02,**Cursed Technique:** cursed energy manipulation<br><em>Able to use Rika and the techniques of others through imbued objects.</em>
veil,M1,fact,fact_01,"A barrier that conceals the affected area from the outside world. It also provokes curses within to reveal themselves.<br><em>Additional effects can be added to it, such as denying entry or exit to certain groups of people or individuals.</em>"
veil,M1,fact,fact_02,"Veils obstruct the usage of electronic devices, such as cell service."
curses,M1,fact,fact_02,"Curses grow in strength and numbers proportionally to the population, due to the density of negative emotions.<br><em>Weaker curses tend to group together.</em>"
curses,M1,fact,fact_04,"Much like cursed energy, curses can also be imbued into existing objects."
toge_inumaki,M1,fact,fact_10,The throat strain from using his cursed technique can be somewhat remedied by the use of throat medicine.
kenjaku,M1,grade,,Special Grade
kenjaku,M1,fact,fact_09,Was banished from Tokyo Jujutsu Tech after cursing a hundred normal people to death.
kenjaku,M1,fact,fact_02,"**Cursed Technique:** Cursed Spirit Manipulation<br><em>Able to manipulate unbound curses. He can absorb them as orbs, summon, combine and command them.</em>"
kenjaku,M1,fact,fact_11,"While initially believing that sorcerers must protect non-sorceres, he now looks down on those who can't use jujutsu or cursed energy, referring to them as 'monkeys'."
kenjaku,M1,fact,fact_12,"Wishes to bring about a paradise for jujutsu sorcerers, by dismantling the jujutsu society and dethroning normal humans as the ruling power."
kenjaku,M1,fact,fact_12,"He is the leader of a religious group, using his position to collect curses from its followers."
yuta_okkotsu,M1,fact,fact_12,"Has trouble sensing cursed energy, due to over-exposure to Rika's immense cursed energy."
maki_zenin,M1,fact,fact_10,"Became a jujutsu sorcerer to spite the Zenin clan, and planning to return as a Grade 1 sorcerer to take over as the head of the clan."
takuma_ino,M1,fact,fact_01,A jujutsu sorcerer alumni from Tokyo Jujutsu Tech.
takuma_ino,M1,fact,fact_02,**Cursed Technique:** unknown<br><em>Able to manifest a drill-like object that pierces his opponent.</em>
atsuya_kusakabe,M1,appearance,,
atsuya_kusakabe,M1,fact,fact_01,A jujutsu sorcerer alumni from Tokyo Jujutsu Tech.
mei_mei,M1,fact,fact_01,A jujutsu sorcerer alumni from Tokyo Jujutsu Tech.
mei_mei,M1,fact,fact_10,Wields a giant axe as her preferred weapon.
kento_nanami,M1,fact,fact_01,A jujutsu sorcerer alumni from Tokyo Jujutsu Tech.
nanako_hasaba,M1,appearance,,
nanako_hasaba,M1,reveal_identity,,
nanako_hasaba,M1,fact,fact_01,An imprisoned child that was saved by Geto.
mimiko_hasaba,M1,appearance,,
mimiko_hasaba,M1,reveal_identity,,
mimiko_hasaba,M1,fact,fact_01,An imprisoned child that was saved by Geto.
miguel_oduol,M1,appearance,,
miguel_oduol,M1,reveal_identity,,
miguel_oduol,M1,fact,fact_01,An ally of Geto during the Night Parade of a Hundred Demons.
miguel_oduol,M1,fact,fact_10,Wields a cursed tool rope that disrupts the techniques of those it hits.
manami_suda,M1,appearance,,
manami_suda,M1,fact,fact_01,An ally of Geto during the Night Parade of a Hundred Demons.
larue,M1,appearance,,
larue,M1,fact,fact_01,An ally of Geto during the Night Parade of a Hundred Demons.
toshihisha_negi,M1,appearance,,
toshihisha_negi,M1,fact,fact_01,An ally of Geto during the Night Parade of a Hundred Demons.
satoru_gojo,M1,fact,fact_02,**Cursed Technique:** Limitless<br><em>Manipulates the space around himself and his techniques on an atomic level.</em>
satoru_gojo,M1,fact,fact_04,His eyes are said to be the source of his power.
kenjaku,M1,fact,fact_13,Attended Tokyo Jujutsu Tech with Gojo.
satoru_gojo,M1,fact,fact_13,Attended Tokyo Jujutsu Tech with Geto.
satoru_gojo,M1,relation,rel_01,Yuta Okkotsu *(distant relative)*
yuta_okkotsu,M1,relation,rel_02,Satoru Gojo *(distant relative)*
satoru_gojo,M1,relation,rel_02,Suguru Geto *(former best friend)*
kenjaku,M1,relation,rel_01,Satoru Gojo *(former best friend)*
miguel_oduol,M1,fact,fact_06,Was last seen abroad with Yuta.
larue,M1,archived,,UNKNOWN
toshihisha_negi,M1,archived,,UNKNOWN
nanako_hasaba,M1,archived,,UNKNOWN
mimiko_hasaba,M1,archived,,UNKNOWN
manami_suda,M1,archived,,UNKNOWN
juzo_kumiya,M1,archived,,UNKNOWN
--- Season 2 ---,,,,
--- Episode 1 ---,,,,
mei_mei,S2E01,appearance_change,,images/meimei_teen.webp
utahime_iori,S2E01,appearance_change,,images/utahime_teen.webp
satoru_gojo,S2E01,appearance_change,,images/gojo_teen.webp
satoru_gojo,S2E01,fact,fact_13,Attended Tokyo Jujutsu Tech with Geto and Shoko.
kenjaku,S2E01,appearance_change,,images/geto_teen.webp
kenjaku,S2E01,fact,fact_13,Attended Tokyo Jujutsu Tech with Gojo and Shoko.
shoko_ieiri,S2E01,appearance_change,,images/shoko_teen.webp
shoko_ieiri,S2E01,fact,fact_13,Attended Tokyo Jujutsu Tech with Geto and Gojo.
masamichi_yaga,S2E01,grade,,Grade 1
masamichi_yaga,S2E01,appearance_change,,images/yaga_young.webp
satoru_gojo,S2E01,fact,fact_10,Initially did not subscribe to the belief that sorcerers are obligated to protect the weak.
tengen,S2E01,fact,fact_02,**Cursed Technique:** Immortality<br><em>Not much is known currently.</em>
tengen,S2E01,fact,fact_10,"After aging to a certain point, his cursed technique begins rewriting his body, causing him to evolve. His Evolution would render him no longer human and ascend to a higher form, losing his human will.<br><em>Ceasing to be human, he would no longer feel obligated to aid humanity.</em>"
tengen,S2E01,fact,fact_11,"Every 500 years, he assimilates with the Star Plasma Vessel, someone whose body is compatible with him. By renewing his body, his cursed technique resets and avoids Evolution."
groups,S2E01,appearance
groups,S2E01,reveal_identity,,Groups
groups,S2E01,fact,fact_01,**Curse User Group Q:** Curse users that seek to upend jujutsu society by allowing Tengen to evolve and rampage on humanity.
groups,S2E01,fact,fact_02,**Star Religious Group (Time Vessel Association):** Non-sorcerers that worship Tengen as a god. Disavows the assimilation of Tengen as it would sully his pure form with the impurity of the Star Plasma Vessel.
toji_fushiguro,S2E01,appearance
toji_fushiguro,S2E01,reveal_identity
toji_fushiguro,S2E01,fact,fact_01,A man interested in the assassination of the Star Plasma Vessel.
toji_fushiguro,S2E01,fact,fact_10,"Was originally a member of the Zenin clan, but left and took his wife's last name- Fushiguro."
shiu_kong,S2E01,appearance,,
shiu_kong,S2E01,fact,fact_01,"A man assisting Toji, managing his bounties."
riko_amanai,S2E01,appearance
riko_amanai,S2E01,fact,fact_01,"The Star Plasma Vessel, to be assimilated with Tengen for his body renewal."
--- Episode 2 ---,
toji_fushiguro,S2E02,fact,fact_04,Known as the 'Sorcerer Killer'.
toji_fushiguro,S2E02,fact,fact_08,Has some sort of relation to Megumi.
toji_fushiguro,S2E02,fact,fact_11,Was paid a 30-million deposit yen for the assassination of the Star Plasma Vessel.
shoko_ieiri,S2E02,fact,fact_02,**Cursed Technique:** healing<br><em>Can use reverse cursed technique to heal others.</em>
riko_amanai,S2E02,reveal_identity
riko_amanai,S2E02,fact,fact_10,"Her parents died when she was young, leaving her an orphan cared by Kuroi."
misato_kuroi,S2E02,appearance,,
misato_kuroi,S2E02,reveal_identity
misato_kuroi,S2E02,fact,fact_01,The caretaker of Riko.
kenjaku,S2E02,fact,fact_02,"**Cursed Technique:** Curse Manipulation<br><em>Able to manipulate unbound curses. He can absorb them as orbs, summon, combine and command them.</em>"
tengen,S2E02,fact,fact_12,Sits at the deepest floor of Tokyo Jujutsu High.
tengen,S2E02,fact,fact_09,Serves as the foundation of all barriers at Jujutsu Tech. He maintains his own barriers and strengthens the barriers of others.
satoru_gojo,S2E02,fact,fact_04,"Possesses both the Six Eyes and the Limitless cursed technique, the first in several centuries."
--- Episode 3 ---
misato_kuroi,S2E03,fact,fact_11,"Was taken hostage by the Star Religious Group, but was saved by Gojo, Geto and Riko."
kento_nanami,S2E03,appearance_change,,images/nanami_teen.webp
yu_haibara,S2E03,appearance
yu_haibara,S2E03,reveal_identity
yu_haibara,S2E03,fact,fact_01,A first-year student at Tokyo Jujutsu Tech during Nanami's student years.
toji_fushiguro,S2E03,fact,fact_06,"Had once met a young Gojo and knew, from that encounter, that Gojo was not one to be taken lightly."
toji_fushiguro,S2E03,fact,fact_11,"Was paid a 30-million deposit yen for the assassination of the Star Plasma Vessel, which he used to bait other curse others to attack Gojo, gradually wearing him down."
toji_fushiguro,S2E03,fact,fact_05,"Accompanied by a cursed spirit wrapped around his torso, which he uses to store cursed tools and spirits inside."
toji_fushiguro,S2E03,fact,fact_02,**Cursed Technique:** none<br><em>He possesses zero innate cursed energy.</em>
toji_fushiguro,S2E03,fact,fact_03,"Born with a Heavenly Pact, much like Mechamaru and Maki. He has no cursed energy but in exchange, he possesses superhuman physical prowess."
riko_amanai,S2E03,fact,fact_09,"Initially wanting to assimilate with Tengen, she yearned to continue living on as herself after the journey with Geto and Gojo."
riko_amanai,S2E03,archived,,DEAD
satoru_gojo,S2E03,fact,fact_05,Was seemingly killed by Toji.
satoru_gojo,S2E03,archived,,UNKNOWN
--- Episode 4 ---
toji_fushiguro,S2E04,fact,fact_04,"Due to having no innate cursed energy, his presence is invisible to sorcerers, who rely on sensing cursed energy to detect the presence of others."
toji_fushiguro,S2E04,fact,fact_05,"Has a cursed spirit, which he uses to store cursed tools, spirits and more inside. By shrinking and storing it inside his stomach, he's able to prevent its cursed energy from being sensed by others."
toji_fushiguro,S2E04,fact,fact_03,"Born with a Heavenly Pact, much like Mechamaru and Maki. He has no cursed energy but in exchange, he possesses superhuman physical prowess and his 5 senses enhanced."
misato_kuroi,S2E04,archived,,DEAD
kenjaku,S2E04,fact,fact_02,"**Cursed Technique:** Curse Manipulation<br><em>Able to manipulate unbound curses. He can absorb them as orbs, summon, combine and command them. If he is roughly stronger by 2 grades-worth, he is able to absorb them without needing to force their submission.</em>"
toji_fushiguro,S2E04,fact,fact_08,
toji_fushiguro,S2E04,relation,rel_01,Megumi Fushiguro *(son)*
toji_fushiguro,S2E04,archived,,DEAD
megumi_fushiguro,S2E04,relation,rel_02,Toji Fushiguro *(father)*
shiu_kong,S2E04,fact,fact_01,A mediator who works with Toji.
satoru_gojo,S2E04,archived,,ACTIVE
satoru_gojo,S2E04,fact,fact_09,Regarded as the strongest jujutsu sorcerer of the modern age.
satoru_gojo,S2E04,fact,fact_05
--- Episode 5 ---,
satoru_gojo,S2E05,fact,fact_14,"After his battle with Toji, he had awakened to a new, profound understanding of cursed energy, skyrocketing his grasp on cursed techniques and his power."
satoru_gojo,S2E05,fact,fact_10,"Initially did not subscribe to the belief that sorcerers are obligated to protect the weak, but has since changed his worldview."
kenjaku,S2E05,fact,fact_08,"Is to be executed under jujutsu law after cursing 112 people to death, as well as his parents."
kenjaku,S2E05,fact,fact_09,"The events of the Star Plasma Vessel caused him to change his worldview on people. He wishes to create a world of only jujutsu sorcerers, calling those without cursed energy 'monkeys' and useless."
kenjaku,S2E05,fact,fact_11,
yuki_tsukumo,S2E05,appearance_change,,images/yuki.webp
yuki_tsukumo,S2E05,reveal_identity
yuki_tsukumo,S2E05,grade,,Special Grade
yuki_tsukumo,S2E05,affiliation_change,,Tokyo
yuki_tsukumo,S2E05,fact,fact_10,"Is not looked upon fondly by Jujutsu High, as she rarely accepts missions and is often travelling."
yuki_tsukumo,S2E05,fact,fact_11,"Hopes to create a world where curses aren't born, as opposed to jujutsu society's view of exorcising curses."
yu_haibara,S2E05,fact,fact_10,Died during a joint mission with Nanami.
yu_haibara,S2E05,archived,,DEAD
satoru_gojo,S2E05,appearance_change,,images/gojo.webp
kenjaku,S2E05,appearance_change,,images/kenjaku.webp
kento_nanami,S2E05,appearance_change,,images/nanami.webp
mei_mei,S2E05,appearance_change,,images/meimei.webp
utahime_iori,S2E05,appearance_change,,images/utahime.webp
shoko_ieiri,S2E05,appearance_change,,images/shoko.webp
masamichi_yaga,S2E05,appearance_change,,images/yaga.webp
shiu_kong,S2E05,archived,,UNKNOWN
--- Episode 6 ---
grade_advancement,S2E06,appearance,,
grade_advancement,S2E06,reveal_identity,,Grade Advancement
grade_advancement,S2E06,fact,fact_01,"For Grade 2 and Grade 1, advancements are done differently from lower grades."
grade_advancement,S2E06,fact,fact_02,"Those recommended by at least two Grade 1 sorcerers for advancement, must carry out missions alongside a Grade 1 sorcerer or higher.<br><em>Sorcerers who initially recommended them cannot be assigned to accompany them on missions.</em>"
grade_advancement,S2E06,fact,fact_03,"Once deemed fit, they'll be promoted to Semi-Grade, at which point, they must carry out a solo mission of the grade they're advancing to.<br><em>The results of said mission determines whether they successfully advance their grade or not.</em>"
yuji_itadori,S2E06,relation,rel_02,Yuki Ozawa *(middle-school classmate)*
mechamaru,S2E06,name_override,,Kokichi Muta
mechamaru,S2E06,appearance_change,,images/kokichi_healed.webp
mechamaru,S2E06,fact,fact_06,"He is the mole that has been leaking information about Jujutsu High to Geto and his group.<br><em>He made a pact with them; in exchange for information, Mahito would use Idle Transfiguration to fix his body.</em>"
mechamaru,S2E06,fact,fact_07,"Betraying Geto and Mahito, he devises a plan to contact Gojo to inform him of the ""Shibuya plot""."
mechamaru,S2E06,fact,fact_02,"**Cursed Technique:** puppet manipulation<br><em>Remotely controls humanoid puppets, mainly Ultimate Mechamaru, which are fitted with different weaponry. His range extends throughout all of Japan.</em>"
mechamaru,S2E06,fact,fact_10,"Pilots a giant mech named ""Mechamaru"", that stores years worth of cursed energy to be used as its power source for attacks."
mechamaru,S2E06,fact,fact_12,"He resides in an underground facility, fitted with a tub filled with liquid, with various pipes connected to it."
mechamaru,S2E06,relation,rel_01,Kasumi Miwa *(crush)*
binding_vows,S2E06,fact,fact_01,"Pacts, when broken, can carry heavy penalties. The nature and extent of these penalties can be an enigma."
--- Episode 7 ---,,,,
mechamaru,S2E07,fact,fact_10,"Pilots a giant mech named ""Ultimate Mechamaru - Mode: Absolute"", that stores years worth of cursed energy to be used as its power source for attacks."
mechamaru,S2E07,fact,fact_11,"Uses syringe-like tools that contain sealed cursed techniques, specifically Simple Domains, to attack Mahito's soul directly."
mechamaru,S2E07,archived,,DEAD
mahito,S2E07,fact,fact_02,"**Cursed Technique:** Idle Transfiguration<br><em>Alters souls transfiguring the body's form and nature, whether his own body or others. Requires him to be touching the target with his palm to activate his technique.</em>"
ryomen_sukuna,S2E07,fact,fact_01,"Was known as the ""King of Curses"" 1000 years ago, during the Heian Era, described as the golden age of jujutsu."
domains,S2E07,fact,fact_03,**Simple Domain:** An spherical domain that  that neutralizes all other techniques. Only formally taught to disciples of Sadatsuna.
megumi_fushiguro,S2E07,fact,fact_13,Under Evaluation for Promotion to Semi-Grade 1.
takuma_ino,S2E07,fact,fact_13,Under Evaluation for Promotion to Semi-Grade 1.
veil,S2E07,fact,fact_01,"A barrier that conceals the affected area from the outside world. It also provokes curses within to reveal themselves.<br><em>Additional effects can be added to it, such as denying entry or exit to certain groups of people or individuals. These effects are restricted to entities that have cursed energy, such as people, tools and curses.</em>"
veil,S2E07,fact,fact_02,"Veils obstruct the usage of electronic devices, such as cell service as a side-effect."
naobito_zenin,S2E07,reveal_identity,,
naobito_zenin,S2E07,appearance_change,,images/naobito.webp
naobito_zenin,S2E07,grade,,Special Grade 1
maki_zenin,S2E07,fact,fact_13,Under Evaluation for Promotion to Semi-Grade 1.
nobara_kugisaki,S2E07,fact,fact_13,Under Evaluation for Promotion to Semi-Grade 1.
grade_scale,S2E07,fact,fact_01,"Classification based on the strength of the sorcerer, cursed spirit, cursed object or cursed tool.<br><em>(Grade 4 → Grade 3 → Semi-Grade 2 → Grade 2 → Semi-Grade 1 → Grade 1 → Special Grade 1 → Special Grade)</em>"
atsuya_kusakabe,S2E07,reveal_identity,,
atsuya_kusakabe,S2E07,fact,fact_01,"A Tokyo Jujutsu Tech teacher, in charge of the second-year students."
atsuya_kusakabe,S2E07,grade,,Grade 1
panda,S2E07,grade,,Grade 2
panda,S2E07,fact,fact_13,Promotion Evaluation postponed.
--- Episode 8 ---,,,,
domains,S2E08,fact,fact_03,"**Simple Domain:** A localized barrier that is able to negate the 'sure-hits' of a domain, acting like a stationary shield. Due to it being a localized area, moving out of its area causes the barrier to collapse.<br><em>Only formally taught to disciples of Sadatsuna.</em>"
domains,S2E08,fact,fact_04,"**Domain Amplification:** A barrier that wraps around the user's body, akin to body armor. By wrapping a domain around the user, it acts as padding, absorbing and neutralizating techniques it comes in contact with, at the cost of reducing its own guaranteed-hit effect."
domains,S2E08,fact,fact_05,"<em>While both are similar, Simple Domain restricts your movements while Domain Amplification allows you to move freely.</em>"
ui_ui,S2E08,appearance,,
ui_ui,S2E08,reveal_identity,,
ui_ui,S2E08,fact,fact_01,The young assistant of Mei Mei.
ui_ui,S2E08,fact,fact_10,He carries Mei Mei's axe for her.
ui_ui,S2E08,relation,rel_01,Mei Mei *(older sister)*
mei_mei,S2E08,relation,rel_01,Ui Ui *(younger brother)*
mei_mei,S2E08,grade,,Grade 1
yuji_itadori,S2E08,fact,fact_13,Promotion Evaluation postponed.
atsuya_kusakabe,S2E08,fact,fact_02,**Cursed Technique:** none<br><em>Find out more.</em>
choso,S2E08,fact,fact_02,**Cursed Technique:** Blood Manipulation<br><em>Able to expel blood out of his body and manipulate it.</em>
--- Episode 9 ---,,,,
domains,S2E09,fact,fact_05,"<em>While both are similar, Simple Domain restricts your movements while Domain Amplification allows you to move freely but restricts your ability to use cursed techniques.</em>"
hanami,S2E09,archived,,DEAD
prison_realm,S2E09,fact,fact_01,"A special grade cursed object that can seal anything inside it. For it to seal something, the target must be within its 4-meter range for one full minute."
satoru_gojo,S2E09,fact,fact_15,"He activated his Domain Expansion for 0.2 second to temporarily paralyze everyone within its range due to the limitless information surging into their minds. Following this, he slaughtered all 1,000 transfigured humans within 299 seconds."
kenjaku,S2E09,name_override,,???
kenjaku,S2E09,fact,fact_02,"**Curse Technique:** body swap<br><em>By replacing the brain of a body with itself, it is able to inhabit and control said body as if it was its own, even said body's techniques.</em>"
kenjaku,S2E09,fact,fact_08,"He had been posing as Suguru Geto, undetermined for how long, after his death."
kenjaku,S2E09,fact,fact_10,"Has a stitching on his forehead, where he removed the brain from Geto's body and replaced it with himself."
kenjaku,S2E09,fact,fact_12,
kenjaku,S2E09,fact,fact_13,
kenjaku,S2E09,relation,rel_01,
suguru_geto,S2E09,appearance,,
suguru_geto,S2E09,reveal_identity,,
suguru_geto,S2E09,fact,fact_01,"A former jujutsu sorcerer who once attended Tokyo Jujutsu High, but eventually became a curse user."
suguru_geto,S2E09,fact,fact_02,"**Cursed Technique:** Curse Manipulation<br><em>Able to manipulate unbound curses. He can absorb them as orbs, summon, combine and command them. If he is roughly stronger by 2 grades-worth, he is able to absorb them without needing to force their submission.</em>"
suguru_geto,S2E09,fact,fact_03,Died after the events of the Night Parade of a Hundred Demons.
suguru_geto,S2E09,fact,fact_08,Was to be executed under jujutsu law after cursing 112 people to death as well as his parents.
suguru_geto,S2E09,fact,fact_09,The events of the Star Plasma Vessel caused him to change his worldview on people. He wishes to create a world of only jujutsu sorcerers calling those without cursed energy 'monkeys' and useless.
suguru_geto,S2E09,fact,fact_10,"Organized a jujutsu terror attack known as ""the Night Parade of a Hundred Demons"" in the past."
suguru_geto,S2E09,fact,fact_12,He was the leader of a religious group using his position to collect curses from its followers.
suguru_geto,S2E09,fact,fact_13,Attended Tokyo Jujutsu Tech with Gojo and Shoko.
suguru_geto,S2E09,relation,rel_01,Satoru Gojo *(former best friend)*
suguru_geto,S2E09,affiliation_change,,"Tokyo, Antagonists"
suguru_geto,S2E09,archived,,DEAD
yuta_okkotsu,S2E09,fact,fact_02,"**Cursed Technique:** cursed energy manipulation<br><em>Possessing a bottomless well of cursed energy, he is able to use Rika and copy the techniques of others.</em>"
--- Episode 10 ---,,,,
satoru_gojo,S2E10,archived,,SEALED
kenjaku,S2E10,fact,fact_02,"**Curse Technique:** body swap<br><em>By replacing the brain of a body with itself, it is able to inhabit and control said body as if it was its own, even obtain and use said body's memories and techniques.</em>"
kenjaku,S2E10,fact,fact_09,"Doesn't have full control over Geto's body, as seen with it fighting back against Kenjaku's possession."
mechamaru,S2E10,fact,fact_06,"Prior to his death, he had prepared 3 mini-Mechamarus that would activate upon the sealing of Gojo. They are connected and share audio and visual data between each other. They appear to carry some level of his consciousness."
haruta_shigemo,S2E10,fact,fact_10,"Uses a sword, made by Juzo, as his preferred weapon."
nanako_hasaba,S2E10,archived,,ACTIVE
nanako_hasaba,S2E10,fact,fact_10,"Worked with the Geto imposter, in hopes of getting Geto's body back but ultimately was denied the request."
mimiko_hasaba,S2E10,archived,,ACTIVE
mimiko_hasaba,S2E10,fact,fact_10,"Worked with the Geto imposter, in hopes of getting Geto's body back but ultimately was denied the request."
takuma_ino,S2E10,fact,fact_10,"Looks up to Nanami, always hoping to make him proud."
clans,S2E10,fact,fact_02,**Other clans:**<br><ul><li>Inumaki Clan</li><li>Gojo Clan: <em>Satoru Gojo is its sole member currently.</li></em></ul>
ogami,S2E10,appearance,,
ogami,S2E10,reveal_identity,,
ogami_grandson,S2E10,appearance,,
jiro_awasaka,S2E10,appearance,,
jiro_awasaka,S2E10,reveal_identity,,
--- Episode 11 ---,,,,
veil,S2E11,fact,fact_03,"A veil's strength increases with the user's susceptibility to danger. The riskier it is, the stronger the veil."
ogami,S2E11,fact,fact_01,"A curse user working with Geto's group, tasked with managing veils over Shibuya."
ogami,S2E11,fact,fact_02,**Curse Technique:** summoning<br><em>Able to transform herself and others by summoning the spirits of the deceased.</em>
ogami,S2E11,relation,rel_01,Mohawk man *(grandson)*
ogami_grandson,S2E11,name_override,,Mohawk man
ogami_grandson,S2E11,fact,fact_01,"A man working with Geto's group, tasked with managing veils over Shibuya."
ogami_grandson,S2E11,relation,rel_01,Ogami *(grandmother)*
jiro_awasaka,S2E11,fact,fact_01,"A curse user working with Geto's group, tasked with managing veils over Shibuya."
jiro_awasaka,S2E11,fact,fact_02,"**Curse Technique:** Inverse<br><em>Inverts the force of attacks that hit him; strong attacks become weaker, and weak attacks become stronger.<br>His inversion has an upper and lower limit.</em>"
jiro_awasaka,S2E11,fact,fact_10,"He dismembers and mutilates his victims, some while still alive, citing that, as a killer, he needs to understand how the human body works."
takuma_ino,S2E11,fact,fact_02,"**Curse Technique:** Auspicious Beast Summon<br><em>By hiding his face, he becomes a spiritual medium and can manifest the powers of the four auspicious beasts.</em>"
satoru_gojo,S2E11,fact,fact_15,"His birth shifted the power balance of all curse users, sorcerers and curses. From a young age, he had an assassination bounty placed on him."
toji_fushiguro,S2E11,archived,,ACTIVE
toji_fushiguro,S2E11,appearance_change,,images/toji_resurrected.webp
toji_fushiguro,S2E11,fact,fact_15,Was resurrected through Ogami's summoning by using her grandson's body as a vessel.
--- Episode 12 ---,,,,
episode_status,S2E12,recap,,WIP
--- Episode 13 ---,,,,
episode_status,S2E13,recap,,WIP
--- Episode 14 ---,,,,
episode_status,S2E14,recap,,WIP
--- Episode 15 ---,,,,
episode_status,S2E15,recap,,WIP
--- Episode 16 ---,,,,
episode_status,S2E16,recap,,WIP
--- Episode 17 ---,,,,
episode_status,S2E17,recap,,WIP
--- Episode 18 ---,,,,
episode_status,S2E18,recap,,WIP
--- Episode 19 ---,,,,
episode_status,S2E19,recap,,WIP
--- Episode 20 ---,,,,
episode_status,S2E20,recap,,WIP
--- Episode 21 ---,,,,
episode_status,S2E21,recap,,WIP
--- Episode 22 ---,,,,
episode_status,S2E22,recap,,WIP
